Joint Angle 1,Joint Angle 2,Joint Angle 3,Velocity Arm 1,Velocity Arm 2,Velocity Arm 3,Torque 1,Torque 2,Torque 3,
-6,0,0,167,0,0,286,0,0
-5,0,0,715,0,0,-123,0,0
-6,0,0,423,0,0,-354,0,0
