Joint Angle 1,Joint Angle 2,Joint Angle 3,Velocity Arm 1,Velocity Arm 2,Velocity Arm 3,Torque 1,Torque 2,Torque 3,
12,0,0,-2,0,0,-2,0,0
11,0,0,0,0,0,0,0,0
12,0,0,0,0,0,-1,0,0
12,0,0,-1,0,0,0,0,0
12,0,0,3,0,0,0,0,0
12,0,0,0,0,0,0,0,0
14,0,0,1,0,0,0,0,0
11,0,0,1,0,0,1,0,0
12,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0
12,0,0,-1,0,0,0,0,0
12,0,0,1,0,0,-1,0,0
12,0,0,0,0,0,0,0,0
11,0,0,1,0,0,-2,0,0
12,0,0,1,0,0,-1,0,0
13,0,0,2,0,0,0,0,0
14,0,0,1,0,0,-1,0,0
12,0,0,1,0,0,-2,0,0
12,0,0,0,0,0,0,0,0
13,0,0,0,0,0,-2,0,0
14,0,0,1,0,0,0,0,0
11,0,0,1,0,0,0,0,0
13,0,0,0,0,0,0,0,0
12,0,0,1,0,0,0,0,0
13,0,0,0,0,0,0,0,0
12,0,0,-1,0,0,-2,0,0
12,0,0,1,0,0,0,0,0
12,0,0,2,0,0,-1,0,0
13,0,0,1,0,0,-1,0,0
13,0,0,2,0,0,-2,0,0
13,0,0,1,0,0,-1,0,0
14,0,0,0,0,0,0,0,0
13,0,0,1,0,0,0,0,0
12,0,0,0,0,0,0,0,0
12,0,0,-1,0,0,-1,0,0
13,0,0,1,0,0,0,0,0
12,0,0,0,0,0,-2,0,0
11,0,0,1,0,0,0,0,0
10,0,0,0,0,0,0,0,0
12,0,0,1,0,0,1,0,0
13,0,0,1,0,0,1,0,0
13,0,0,1,0,0,-1,0,0
14,0,0,2,0,0,0,0,0
13,0,0,1,0,0,-1,0,0
14,0,0,0,0,0,0,0,0
12,0,0,2,0,0,0,0,0
13,0,0,2,0,0,-1,0,0
12,0,0,2,0,0,0,0,0
11,0,0,7,0,0,-1,0,0
11,0,0,10,0,0,-1,0,0
12,0,0,15,0,0,-3,0,0
11,0,0,25,0,0,-3,0,0
10,0,0,41,0,0,-3,0,0
12,0,0,49,0,0,-3,0,0
13,0,0,54,0,0,-3,0,0
11,0,0,55,0,0,-3,0,0
13,0,0,57,0,0,-2,0,0
14,0,0,59,0,0,-1,0,0
12,0,0,64,0,0,0,0,0
13,0,0,76,0,0,0,0,0
16,0,0,85,0,0,-2,0,0
18,0,0,94,0,0,-1,0,0
19,0,0,102,0,0,-1,0,0
21,0,0,116,0,0,-1,0,0
26,0,0,132,0,0,-2,0,0
31,0,0,148,0,0,0,0,0
35,0,0,161,0,0,-1,0,0
41,0,0,171,0,0,-1,0,0
46,0,0,183,0,0,-2,0,0
59,0,0,202,0,0,-1,0,0
68,0,0,210,0,0,-1,0,0
74,0,0,215,0,0,0,0,0
84,0,0,222,0,0,0,0,0
93,0,0,229,0,0,2,0,0
100,0,0,235,0,0,3,0,0
107,0,0,241,0,0,3,0,0
117,0,0,251,0,0,5,0,0
126,0,0,255,0,0,6,0,0
141,0,0,256,0,0,4,0,0
154,0,0,255,0,0,6,0,0
164,0,0,255,0,0,9,0,0
171,0,0,257,0,0,11,0,0
182,0,0,256,0,0,16,0,0
196,0,0,256,0,0,32,0,0
254,0,0,253,0,0,159,0,0
255,0,0,254,0,0,169,0,0
258,0,0,253,0,0,179,0,0
260,0,0,254,0,0,180,0,0
260,0,0,255,0,0,182,0,0
263,0,0,255,0,0,182,0,0
283,0,0,251,0,0,185,0,0
283,0,0,244,0,0,187,0,0
283,0,0,238,0,0,185,0,0
285,0,0,238,0,0,186,0,0
284,0,0,238,0,0,186,0,0
283,0,0,236,0,0,185,0,0
283,0,0,238,0,0,187,0,0
284,0,0,238,0,0,185,0,0
284,0,0,238,0,0,186,0,0
282,0,0,239,0,0,185,0,0
283,0,0,239,0,0,187,0,0
284,0,0,239,0,0,186,0,0
283,0,0,238,0,0,186,0,0
284,0,0,238,0,0,187,0,0
284,0,0,239,0,0,186,0,0
285,0,0,238,0,0,186,0,0
283,0,0,238,0,0,186,0,0
285,0,0,238,0,0,185,0,0
284,0,0,239,0,0,186,0,0
283,0,0,240,0,0,186,0,0
284,0,0,239,0,0,186,0,0
281,0,0,240,0,0,186,0,0
286,0,0,239,0,0,186,0,0
285,0,0,239,0,0,184,0,0
283,0,0,239,0,0,186,0,0
286,0,0,238,0,0,185,0,0
283,0,0,239,0,0,186,0,0
284,0,0,238,0,0,186,0,0
283,0,0,238,0,0,186,0,0
284,0,0,237,0,0,185,0,0
285,0,0,237,0,0,186,0,0
282,0,0,239,0,0,185,0,0
284,0,0,238,0,0,185,0,0
283,0,0,239,0,0,186,0,0
284,0,0,238,0,0,186,0,0
283,0,0,239,0,0,187,0,0
284,0,0,237,0,0,184,0,0
283,0,0,239,0,0,185,0,0
283,0,0,238,0,0,184,0,0
282,0,0,238,0,0,186,0,0
286,0,0,239,0,0,186,0,0
284,0,0,240,0,0,186,0,0
286,0,0,238,0,0,184,0,0
285,0,0,238,0,0,185,0,0
284,0,0,238,0,0,185,0,0
284,0,0,238,0,0,185,0,0
283,0,0,237,0,0,185,0,0
283,0,0,236,0,0,186,0,0
284,0,0,239,0,0,185,0,0
284,0,0,238,0,0,185,0,0
283,0,0,239,0,0,184,0,0
283,0,0,237,0,0,184,0,0
283,0,0,239,0,0,184,0,0
284,0,0,238,0,0,185,0,0
281,0,0,238,0,0,186,0,0
283,0,0,239,0,0,186,0,0
285,0,0,239,0,0,186,0,0
284,0,0,237,0,0,183,0,0
282,0,0,237,0,0,185,0,0
284,0,0,238,0,0,184,0,0
283,0,0,238,0,0,185,0,0
282,0,0,236,0,0,184,0,0
282,0,0,233,0,0,186,0,0
283,0,0,225,0,0,185,0,0
279,0,0,199,0,0,183,0,0
278,0,0,173,0,0,184,0,0
277,0,0,160,0,0,184,0,0
272,0,0,147,0,0,184,0,0
267,0,0,135,0,0,185,0,0
264,0,0,127,0,0,184,0,0
259,0,0,125,0,0,184,0,0
254,0,0,123,0,0,184,0,0
247,0,0,123,0,0,183,0,0
